,PermitNum,PermitClass,PermitClassMapped,PermitTypeMapped,PermitTypeDesc,Description,HousingUnits,HousingUnitsRemoved,HousingUnitsAdded,EstProjectCost,AppliedDate,IssuedDate,ExpiresDate,CompletedDate,StatusCurrent,RelatedMup,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,ContractorCompanyName,Link,Latitude,Longitude,Location1,TotalDaysPlanReview,DaysInitialPlanReview,DaysPlanReviewCity,DaysOutCorrections,NumberReviewCycles,InitialReviewCompleteDate,PlanReviewCompleteDate,DaysIssuePermitCity,ReadyToIssueDate,Zoning,DwellingUnitType,StandardPlan,DependentBuilding,ParentPermitNum,HousingCategory,AppliedYear,IssuedYear,CompletedYear
83874,6556047-CN,Multifamily,Residential,Building,New,Construct 2-unit multi-family/live work structure (bldg. 9)  and occupy  per plan. (Construct 1 multifamily/live work structure and 1 mixed use structure per plan. Review and processing for 2 A/Ps under 6556047).,2,0.0,2.0,"364,061",2016-09-27,2018-11-05,2023-05-05,2023-01-20,Completed,3019514-LU,12528 15TH AVE NE,SEATTLE,WA,98125.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6556047-CN,47.72025935,-122.31240259,"(47.72025935, -122.31240259)",757.0,,747.0,10,8.0,,2018 Oct 24 12:00:00 AM,,2018 Nov 05 12:00:00 AM,NC3,Townhouse,0.0,0,,Middle Housing,2016,2018,2023
83917,6574184-PH,Multifamily,Residential,Building,New,Phased project:  Construction of an apartment building and occupy  per plan.,41,0.0,41.0,"2,054,675",2017-04-20,2017-12-08,2022-06-08,2021-07-23,Completed,3024625-LU,3825 BRIDGE WAY N,SEATTLE,WA,98103.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6574184-PH,47.65334513,-122.34516783,"(47.65334513, -122.34516783)",,,,0,0.0,,,,,LR3,Apartment,0.0,0,,,2017,2017,2021
83922,6505989-CN,Multifamily,Residential,Building,New,Establish use as townhouses and construct new two family dwelling with surface parking  per plan.,2,0.0,2.0,"446,708",2015-12-22,2016-10-08,2018-04-08,2017-10-18,Completed,3022502-LU,3041 21ST AVE W,SEATTLE,WA,98199.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6505989-CN,47.64784344,-122.38387899,"(47.64784344, -122.38387899)",,,,0,0.0,,,,,LR1,Townhouse,0.0,0,,Middle Housing,2015,2016,2017
83923,6506218-CN,Multifamily,Residential,Building,New,Establish use as and construct a multi-family building  occupy per plans.,33,0.0,33.0,"1,911,500",2017-06-11,2018-05-03,2021-05-03,2020-03-20,Completed,3023021-LU,2227 YALE AVE E,SEATTLE,WA,98102.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6506218-CN,47.6390641,-122.3274484,"(47.6390641, -122.3274484)",326.0,,326.0,0,4.0,,2018 May 03 12:00:00 AM,,2018 May 03 12:00:00 AM,"LR3, LR3","Apartment, Small Efficiency Dwelling",0.0,0,,,2017,2018,2020
83947,6541672-CN,Multifamily,Residential,Building,New,Construct Unit 1 (NW bldg)  per plans. (Establish use as and construct 4 single family residences per plans. Reviews and processing for 4 A/P's under 6541672).,1,0.0,1.0,"241,221",2016-10-07,2017-10-10,2019-04-10,,Expired,,1583 NW 90TH ST,SEATTLE,WA,98117.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6541672-CN,47.69450837,-122.38031177,"(47.69450837, -122.38031177)",,,,0,0.0,,,,,,,,0,,,2016,2017,
83973,6541734-CN,Multifamily,Residential,Building,New,Construct 4-unit multi-family structure (bldg. 1)  and occupy  per plans.(Construct 8 multi-family structures per plan  Review and processing for 8 A/Ps under 6541734).,4,0.0,4.0,"919,475",2016-09-27,2018-11-13,2021-11-13,2022-07-29,Completed,3019514-LU,12512 15TH AVE NE,SEATTLE,WA,98125.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6541734-CN,47.71985622,-122.31218947,"(47.71985622, -122.31218947)",769.0,,734.0,35,7.0,,2018 Nov 05 12:00:00 AM,,2018 Nov 13 12:00:00 AM,NC3,Townhouse,0.0,0,,Middle Housing,2016,2018,2022
83984,6543555-CN,Multifamily,Residential,Building,New,Establish use as rowhouse and construct a duplex with surface parking  per plan.,2,0.0,2.0,"445,207",2016-12-13,2018-01-24,2021-01-24,2019-08-07,Completed,3025476-LU,911 N 50TH ST,SEATTLE,WA,98103.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6543555-CN,47.66483437,-122.34672637,"(47.66483437, -122.34672637)",,,,0,0.0,,,,,LR2,Rowhouse,0.0,0,,Middle Housing,2016,2018,2019
84001,6574591-CN,Multifamily,Residential,Building,New,Establish use as rowhouse and construct townhome style units with surface parking  per plan,4,0.0,4.0,"694,377",2017-03-23,2017-09-16,2020-09-16,2019-03-29,Completed,,1001 E LYNN ST,SEATTLE,WA,98102.0,MIAO JIANG,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6574591-CN,47.63944666,-122.31989596,"(47.63944666, -122.31989596)",,,,0,0.0,,,,,LR2,Rowhouse,0.0,0,,Middle Housing,2017,2017,2019
84008,6574965-CN,Multifamily,Residential,Building,New,Construct a multifamily structure with below grade parking  occupy per plan.,59,0.0,59.0,"6,280,931",2017-05-24,2017-12-05,2019-06-05,2019-06-05,Completed,3024798-LU,147 N 132ND ST,SEATTLE,WA,98133.0,WALSH CONSTRUCTION CO,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6574965-CN,47.72482424,-122.35672964,"(47.72482424, -122.35672964)",,,,0,0.0,,,,,LR3,Apartment,0.0,0,,,2017,2017,2019
84030,6507024-PH,Multifamily,Residential,Building,New,Phased project:  Construction of residential and retail building above convention center loading dock and occupy  per plan (see also 6501134 and 6550917),404,0.0,404.0,"61,548,248",2016-12-16,2019-03-01,2026-09-01,,Issued,3018096-LU,920 OLIVE WAY,SEATTLE,WA,98101.0,Kenneth Wolfe,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6507024-PH,47.61504364,-122.33235497,"(47.61504364, -122.33235497)",796.0,0.0,86.0,"2,608",4.0,2018-06-20,2019 Feb 20 12:00:00 AM,,2019 Feb 28 12:00:00 AM,DMC,Apartment,0.0,0,,,2016,2019,
84032,6562196-CN,Multifamily,Residential,Building,New,Establish use as rowhouse and construct six-unit townhouse with surface parking  per plan.,6,0.0,6.0,"1,157,886",2017-02-09,2017-10-15,2022-04-15,,Completed,,10162 HOLMAN RD NW,SEATTLE,WA,98177.0,12TH MAN LLC,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6562196-CN,47.70330472,-122.35844274,"(47.70330472, -122.35844274)",,,,0,0.0,,,,,LR2,Rowhouse,0.0,0,,Middle Housing,2017,2017,
84067,6543590-CN,Multifamily,Residential,Building,Addition/Alteration,Alterations to 1st floor of existing apartment building to convert carport to 2 dwelling units and occupy  per plans.,2,0.0,2.0,"85,000",2016-09-28,2016-11-15,2018-11-09,2018-11-09,Completed,,1417 2ND AVE W,SEATTLE,WA,98119.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6543590-CN,47.63203957,-122.35954943,"(47.63203957, -122.35954943)",,,,0,0.0,,,,,MR,Apartment,0.0,0,,Multifamily - Other,2016,2016,2018
84073,6544003-CN,Multifamily,Residential,Building,Addition/Alteration,Construct substantial alterations to existing multifamily building to convert office space to apartments and add 7 units  occupy per plan.,9,0.0,9.0,"350,000",2017-10-11,2019-01-31,2025-01-31,2023-09-11,Completed,3025492-LU,1709 HARBOR AVE SW,SEATTLE,WA,98126.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6544003-CN,47.58777081,-122.37953594,"(47.58777081, -122.37953594)",472.0,,382.0,90,7.0,,2019 Jan 26 12:00:00 AM,,2019 Jan 29 12:00:00 AM,NC2,Apartment,0.0,0,,,2017,2019,2023
84083,6544215-CN,Multifamily,Residential,Building,New,Construct north 3-unit townhouse structure  per plan (Establish use as rowhouse and construct (2) new townhouse structures with attached parking  per plan. Review and process for 2 AP's under #6544215),3,0.0,3.0,"504,291",2016-10-04,2017-04-09,2020-04-09,2020-04-03,Completed,3024781-LU,6320 26TH AVE NW,SEATTLE,WA,98107.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6544215-CN,47.67512758,-122.38991463,"(47.67512758, -122.38991463)",,,,0,0.0,,,,,LR1,Rowhouse,0.0,0,,Middle Housing,2016,2017,2020
84115,6563519-CN,Multifamily,Residential,Building,New,Establish use and construct new townhouse with existing building to remain  per plan.,4,0.0,4.0,"330,149",2017-04-03,2018-01-08,2019-07-08,2019-04-22,Completed,3026276-LU,1116 13TH AVE,SEATTLE,WA,98122.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6563519-CN,47.6120794,-122.3149451,"(47.6120794, -122.3149451)",,,,0,0.0,,,,,LR3,Townhouse,0.0,0,,Middle Housing,2017,2018,2019
84151,6542679-CN,Multifamily,Residential,Building,New,Construct East rowhouse this permit. (Establish use as rowhouse and construct (2) 3-unit townhome structures with attached garages and surface parking per plan. Process and review for (2) A/P'S WITH 6505000.),3,0.0,3.0,"565,954",2016-06-27,2017-04-12,2021-10-12,2021-05-11,Completed,,957 N 43RD ST,SEATTLE,WA,98103.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6542679-CN,47.65947762,-122.34627878,"(47.65947762, -122.34627878)",,,,0,0.0,,,,,LR2,Rowhouse,0.0,1,6505000-CN,Middle Housing,2016,2017,2021
84158,6507800-CN,Multifamily,Residential,Building,Addition/Alteration,Construct addition and substantial alterations to existing mixed-use building  occupy per plan.,28,2.0,30.0,"4,200,000",2017-02-02,2017-10-20,2022-04-20,2021-04-29,Completed,3026223-LU,617 QUEEN ANNE AVE N,SEATTLE,WA,98109.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6507800-CN,47.62522169,-122.35708128,"(47.62522169, -122.35708128)",,,,0,0.0,,,,,NC3,Apartment,0.0,0,,,2017,2017,2021
84161,6507981-PH,Multifamily,Residential,Building,New,Phased project: Construct a new residential apartment and (2) live-work building with below grade parking  and occupy per plan.,80,0.0,80.0,"10,957,608",2016-03-08,2017-03-15,2021-09-15,2019-04-24,Completed,3019621-LU,200 2ND AVE W,SEATTLE,WA,98119.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6507981-PH,47.62004202,-122.35912477,"(47.62004202, -122.35912477)",,,,0,0.0,,,,,"NC3, NC3","Accessory Live/Work, Apartment",0.0,0,,,2016,2017,2019
84193,6498620-CN,Multifamily,Residential,Building,New,Establish use as and construct a multi-family building  occupy per plans.,20,0.0,20.0,"1,029,686",2016-03-01,2016-10-24,2018-04-24,2017-10-31,Expired,3021374-LU,4122 36TH AVE SW,SEATTLE,WA,98126.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6498620-CN,47.56574476,-122.37709604,"(47.56574476, -122.37709604)",,,,0,0.0,,,,,LR3,Small Efficiency Dwelling,0.0,0,,,2016,2016,2017
84227,6499091-CN,Multifamily,Residential,Building,New,Construct new 6-unit townhouse structure (Building 8)  per plan. (Construct eight new townhouse structures/Review and processing for 8 AP's under #6484730),6,0.0,6.0,"1,318,740",2015-10-14,2016-11-15,2018-05-15,2017-11-15,Completed,3018597-LU,6968 31ST AVE SW,SEATTLE,WA,98126.0,POLYGON WLH LLC,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6499091-CN,47.53944987,-122.37146402,"(47.53944987, -122.37146402)",,,,0,0.0,,,,,L-1,Townhouse,0.0,1,6484730-CN,Middle Housing,2015,2016,2017
84267,6576244-CN,Multifamily,Residential,Building,Addition/Alteration,Change use from single family dwelling to duplex and construct structural and non-structural alterations to basement to add a dwelling unit  per plan.,1,0.0,1.0,"113,000",2017-04-13,2017-05-25,2018-11-25,2018-03-28,Completed,,1425 E UNION ST,SEATTLE,WA,98122.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6576244-CN,47.61268741,-122.31302045,"(47.61268741, -122.31302045)",,,,0,0.0,,,,,LR3,Apartment,0.0,0,,Multifamily - Other,2017,2017,2018
84311,6546686-CN,Multifamily,Residential,Building,Addition/Alteration,Construct alterations to lower level of existing apartment building to add three dwelling units and occupy  per plan.,3,0.0,3.0,"100,000",2016-10-26,2017-03-27,2018-09-27,2018-05-09,Completed,,1019 E PIKE ST,SEATTLE,WA,98122.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6546686-CN,47.6139111,-122.31853091,"(47.6139111, -122.31853091)",,,,0,0.0,,,,,NC3,Apartment,0.0,0,,Multifamily - Other,2016,2017,2018
84339,6509364-CN,Multifamily,Residential,Building,New,Construct townhouse structure  with surface parking  per plan.,7,0.0,7.0,"1,167,606",2016-11-02,2018-09-10,2020-03-10,2019-12-09,Completed,3020763-LU,8364 12TH AVE NW,SEATTLE,WA,98117.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6509364-CN,47.69045291,-122.37126504,"(47.69045291, -122.37126504)",656.0,,656.0,0,5.0,,2018 Aug 20 12:00:00 AM,,2018 Sep 03 12:00:00 AM,LR2,Rowhouse,0.0,0,,Middle Housing,2016,2018,2019
84341,6509441-CN,Multifamily,Residential,Building,New,Construct (west) apartment building and  occupy this permit. [Construct two apartment buildings and occupy  per plan. (Process and Review for two A/P's under 6509441).,12,0.0,12.0,"640,813",2016-07-29,2018-02-23,2021-02-23,2021-01-27,Completed,3021765-LU,8509 14TH AVE NW,SEATTLE,WA,98117.0,HYBRID ASSEMBLY LLC,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6509441-CN,47.69101539,-122.37464346,"(47.69101539, -122.37464346)",,,,0,0.0,,,,,"NC2, NC2","Small Efficiency Dwelling, Apartment",0.0,0,,,2016,2018,2021
84351,6558317-CN,Multifamily,Residential,Building,New,Construct new mixed use building with parking below  per plan (shoring and excavation under No. 6567217).,108,0.0,108.0,"20,209,091",2016-12-19,2018-03-08,2021-03-08,2019-11-18,Completed,3024077-LU,2749 CALIFORNIA AVE SW,SEATTLE,WA,98116.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6558317-CN,47.57775082,-122.38705548,"(47.57775082, -122.38705548)",,,,0,0.0,,,,,NC2,Apartment,0.0,0,,,2016,2018,2019
84357,6577018-CN,Multifamily,Residential,Building,New,Construct 4-unit townhouse building  per plans. (Establish use as rowhouses and construct 2 multi-family buildings  per plans. Reviews and processing for 2 A/P's under 6568650),4,0.0,4.0,"883,931",2017-01-20,2017-07-06,2019-01-06,2018-10-03,Completed,3025537-LU,6016 SW ADMIRAL WAY,SEATTLE,WA,98116.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6577018-CN,47.57606009,-122.41020059,"(47.57606009, -122.41020059)",,,,0,0.0,,,,,LR1,Rowhouse,0.0,1,6568650-CN,Middle Housing,2017,2017,2018
84411,6547085-CN,Multifamily,Residential,Building,New,Construct west duplex structure this permit.  [Construct (2) duplex townhomes with surface parking  per plan. Process and routing for (2) A/P's with 6547085],2,0.0,2.0,"289,877",2017-03-24,2017-09-01,2019-03-01,2018-08-14,Completed,3024153-LU,3835 LINDEN AVE N,SEATTLE,WA,98103.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6547085-CN,47.65385315,-122.34907457,"(47.65385315, -122.34907457)",,,,0,0.0,,,,,LR2,Townhouse,0.0,0,,Middle Housing,2017,2017,2018
84415,6559401-CN,Multifamily,Residential,Building,New,Construct south two-family dwelling  per plan. (Construct two new two-family dwellings with on-site parking/ review and processing for 2 AP's under # 6540647),2,0.0,2.0,"353,463",2016-09-30,2017-06-06,2020-06-06,,Expired,3025453-LU,4239 EVANSTON AVE N,SEATTLE,WA,98103.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6559401-CN,47.65859927,-122.35125392,"(47.65859927, -122.35125392)",,,,0,0.0,,,,,L-1,Detached Single-Family,0.0,1,6540647-CN,Middle Housing,2016,2017,
84443,6544931-CN,Multifamily,Residential,Building,New,Construct (east) duplex per plan. (Establish use as townhomes and construct 2 new duplexes and processing of 2 AP's under 6544931),2,0.0,2.0,"443,654",2017-06-16,2018-08-23,2023-02-23,,Expired,,1833 25TH AVE,SEATTLE,WA,98122.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6544931-CN,47.61866939,-122.30014941,"(47.61866939, -122.30014941)",416.0,,379.0,37,7.0,,2018 Aug 06 12:00:00 AM,,2018 Aug 23 12:00:00 AM,,,,0,,,2017,2018,
84478,6545023-CN,Multifamily,Residential,Building,New,Establish use as row house and construct a 4-unit townhouse structure with attached garages   per plan. .,4,0.0,4.0,"875,900",2016-09-27,2017-07-21,2019-01-21,2018-09-18,Completed,,9053 FREMONT AVE N,SEATTLE,WA,98103.0,MIKLOS KOHARY,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6545023-CN,47.69576943,-122.35017778,"(47.69576943, -122.35017778)",,,,0,0.0,,,,,LR1,Rowhouse,0.0,0,,Middle Housing,2016,2017,2018
84509,6577774-CN,Multifamily,Residential,Building,New,Establish use as live-work and residential and construct new mixed-use building; occupy per plan.,6,0.0,6.0,"1,161,018",2018-04-25,2019-06-10,2026-12-10,,Issued,,2412 10TH AVE E,SEATTLE,WA,98102.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6577774-CN,47.64178609,-122.31976201,"(47.64178609, -122.31976201)",401.0,111.0,270.0,131,4.0,2018-08-20,2019 May 31 12:00:00 AM,277.0,2019 Jun 07 12:00:00 AM,"NC1, NC1","Accessory Live/Work, Townhouse",0.0,0,,Middle Housing,2018,2019,
84551,6548598-CN,Multifamily,Residential,Building,New,Establish use as and construct new townhouse building existing garage to be removed  per plan.,4,0.0,4.0,"597,548",2017-04-03,2018-01-03,2019-07-03,2019-03-27,Completed,3025371-LU,119 18TH AVE E,SEATTLE,WA,98112.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6548598-CN,47.61911231,-122.30935466,"(47.61911231, -122.30935466)",,,,0,0.0,,,,,LR3,Townhouse,0.0,0,,Middle Housing,2017,2018,2019
84625,6501752-CN,Multifamily,Residential,Building,New,Establish use as rowhouse and construct new townhouse structure (McGraw Square Bldg B) with attached parking  per plan (Shoring and excavation under No. 6569113).,4,0.0,4.0,"893,880",2016-07-29,2017-09-21,2020-09-21,,Expired,3015522-LU,901 W MCGRAW ST,SEATTLE,WA,98119.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6501752-CN,47.63945862,-122.36929512,"(47.63945862, -122.36929512)",,,,0,0.0,,,,,LR1,Rowhouse,0.0,0,6569113-CN,Middle Housing,2016,2017,
84659,6501982-CN,Multifamily,Residential,Building,Addition/Alteration,Establish use for the record of added unit in basement of existing apartment building (no additional construction proposed)  per plan.,1,0.0,1.0,"14,000",2015-12-30,2016-03-09,2017-09-09,2016-04-13,Completed,,5013 SAND POINT PL NE,SEATTLE,WA,98105.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6501982-CN,47.66543315,-122.28187795,"(47.66543315, -122.28187795)",,,,0,0.0,,,,,LR1,Apartment,0.0,0,,Middle Housing,2015,2016,2016
84675,6566084-CN,Multifamily,Residential,Building,Addition/Alteration,"Construct repairs to existing congregate living facility (""Phi Chi House"")  per plan.",0,1.0,1.0,"287,000",2017-02-02,2017-07-23,2019-01-23,2018-07-25,Completed,,1800 E SHELBY ST,SEATTLE,WA,98112.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6566084-CN,47.64679581,-122.30880789,"(47.64679581, -122.30880789)",,,,0,0.0,,,,,SF 5000,Congregate Housing,0.0,0,,Middle Housing,2017,2017,2018
84685,6579771-CN,Multifamily,Residential,Building,New,Construct 3-unit townhome structure with surface parking provided  per plan.,3,0.0,3.0,"623,036",2017-03-14,2017-07-17,2020-07-17,2019-02-01,Completed,3023660-LU,7424 RAINIER AVE S,SEATTLE,WA,98118.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6579771-CN,47.53516621,-122.26964168,"(47.53516621, -122.26964168)",,,,0,0.0,,,,,LR3,Townhouse,0.0,0,,Middle Housing,2017,2017,2019
84690,6566253-CN,Multifamily,Residential,Building,New,Construct new duplex to the East  occupy per plan. Establish use as live/work units and townhouse and construct 1 new mixed use building and 1 new duplex with surface parking occupy per plan.,2,0.0,2.0,"457,899",2016-11-09,2017-03-30,2018-09-30,2018-07-05,Completed,,1487 NW 73RD ST,SEATTLE,WA,98117.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6566253-CN,47.68124443,-122.37634526,"(47.68124443, -122.37634526)",,,,0,0.0,,,,,NC2,Townhouse,0.0,1,6545122-CN,Middle Housing,2016,2017,2018
